PairID,Protocol/Results,PMCID,Link,Text,Level of randomization,Restrictions to randomization (check all that apply),Trial design (select the best answer),Factors (select the best answer),Framework (select the best answer),Used full article
56,Results,PMC7787382,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7787382/,"...We conducted a pragmatic, cluster- randomized trial called mHealth Lakefolk Actively Keeping Engaged (mLAKE) in an HIV hyperendemic fishing community (baseline HIV prevalence: approximately 38%; baseline ART coverage: approximately 67%; and HIV viral suppression: approximately 66% among HIV–positive residents) in Rakai, Uganda, to assess the impact on HIV service coverage and virologic suppression of a novel motivational interviewing-informed, theory-based, and mobile health-supported community health worker intervention called “Health Scouts.”...In brief (also see S1 CONSORT Checklist), the study was a pragmatic, parallel, cluster randomized, controlled trial with an allocation ratio of 1:1....The study design was pragmatically oriented as our primary goal was to understand Health Scout intervention impact under usual care conditions [18]....### Sample size The sample size for this trial was fixed at 40 clusters (20 intervention, 20 control, approximately 107 eligible participants in each cluster); therefore, we estimated whether the trial had power to detect relevant and realistic differences in primary study outcomes, i.e., minimum detectable differences between arms, based on our prior experience with CHW interventions and mobile health tools in Uganda [24,26–28]. Detailed power calculation inputs and results were previously described [17]. In summary, the trial was estimated to have the power to detect minimum difference prevalence risk ratios with 80% power of ≥15% differentials in HIV care coverage, ≥20% in ART coverage, ≥41% in viral suppression, and ≥23% in male circumcision coverage....Given the fixed sample size and desire for baseline comparability of important characteristics, we used restricted randomization to 1:1 allocated intervention and control arms [26]....Second, we conducted independent, computer-generated randomizations with those not satisfying comparability criteria removed....",Cluster,Other constrained,Parallel ,Single factors,Unclear,No
57,Protocol,PMC6887087,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6887087/,"...* Single-centre....Treatment with empagliflozin for 13 weeks improves the myocardial flow reserve (MFR) in patients with T2D and high CV risk....### Objectives The primary objective of the current trial is to evaluate the effect of empagliflozin on MFR as measured by Rubidium-82 position emission tomography (82Rb-PET) compared with placebo in patients with T2D and CVD or additional CV risk factors. In a substudy, the effect of empagliflozin on key haemodynamic parameters will be measured during right heart catherisation at rest and during exercise. Key secondary outcomes include changes in cardiac echocardiographic evaluations of systolic and diastolic functions, functional capacity by accelerometry, and changes in glucose metabolism, plasma ketone bodies and adipose tissue function....The study will include 92 patients who have had the T2D diagnosis for at least 3 months, and with no upper limit to the duration of diabetes, who have either additional CV risk factors or pre-existing CVD....Participants will be randomised 1:1 to either empagliflozin 25 mg or matching placebo once daily for 13 weeks....The trial medication will be randomised in computer- generated 1:1 blocks of 10 by the study pharmacy (Glostrup Pharmacy)....### Sample size #### Primary endpoint...In a previous study on a comparable population, the SD of measurements of MFR by 82Rb-PET was 0.8. Assuming a clinically relevant difference between the treatment and placebo groups after 6 months of 0.5 in MFR,27 a sample size of 41:41 (empagliflozin: placebo) can be detected with 80% power and a two-sided significance level of 5%. In all, 92 patients will be randomised to allow for a 10% drop-out rate from the ITT population. #### Substudy key endpoint Based on recent experiments in a comparable study population,28 a difference of 5 mm Hg in PCWP during exercise was considered clinically significant. The SD of measurements of PCWP was 5 mm Hg; thus, a sample size of 16:16 is required with a power of 80% and a two-sided significance level of 5% to detect a difference of 5 mm Hg between groups. In total 38 patients will be included in the substudy to allow for a 15% drop-out rate. In the ITT population, none of the randomised participants will be excluded, and the patients will be analysed according to the randomisation group. The per-protocol population will consist of all the patients who completed the study with a documented valid baseline and a final-week assessment of the primary objective without any major protocol violations....The primary analysis will be based on the ITT population....Missing data will be estimated using the maximum likelihood method....A two-tailed p value of less than 0.05 will be considered statistically significant....Randomisation: electronic randomisation in blocks of 10 will be provided by Glostrup Pharmacy....",Individual persons ,Blocking,Parallel ,Single factors,Unclear,No
57,Results,PMC8475664,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475664/,"...The aim of this double‐blind, randomized placebo‐controlled trial, was to investigate whether treatment with empagliflozin improves MFR, as measured by cardiac 82Rb‐PET/CT in patients with type 2 diabetes mellitus and high risk of CVD....The SIMPLE trial (The Effects of Empagliflozin on Myocardial Flow Reserve in Patients With Type 2 Diabetes Mellitus) was a single‐center, double‐blind, randomized clinical trial assessing the effect of empagliflozin on myocardial flow in high‐risk patients with type 2 diabetes mellitus....Eligible participants were randomly assigned (1:1) to either empagliflozin 25 mg once daily or a matching placebo for 13 weeks. Randomization was carried out by a central pharmacy (Glostrup Pharmacy, Denmark) using block randomization with a block size of 10....The sample size was based on a power calculation of the primary end point, MFR measured by 82Rb‐PET/CT. A change in MFR of 0.5 was considered clinically relevant, and a SD of 0.8 was based on recent studies in the PET/CT department.22 At a power of 80% and a 2‐sided significance level of 5%, 41 participants per group were needed. We aimed to include 92 participants to allow for a dropout rate of 10%....",Individual persons ,Blocking,Parallel ,Single factors,Unclear,No
58,Protocol,PMC6327461,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6327461/,"...### Study objectives The present study is a prospective, randomized controlled, clinical trial with blind evaluator in order to assess whether EMDR adds value to the treatment in chronic tinnitus patients. The general purpose of the current study is to examine a bimodal therapy for chronic, subjective tinnitus consisting of the combination of the TRT and EMDR. The goal of this treatment is reducing the subjective discomfort of tinnitus and thereby improving the quality of life of the patient....Patients will be referred by the Ear, Nose and Throat (ENT) Department of the Antwerp University Hospital and will be randomized into group 1 (TRT + CBT) or group 2 (TRT + EMDR). The allocation sequence will be determined by the date the patients are referred to the study....A number of 166 patients with subjective, chronic, non-pulsatile tinnitus will be randomized in two treatment groups: TRT + CBT versus TRT + EMDR....### Sample size calculation A sample size calculation was carried out to determine the sample size required to obtain a power of 80% with α = 0.05 in a two-sided, two-sample t test. Assuming an average difference of 0.7 SD between both treatment groups – simplifying the calculation by considering the change in outcome between the first and the last point – a power of 80% is reached with minimal sample size of 65 patients per treatment group. To cover possible drop out, 166 patients will be randomized between therapy group TRT + CBT and therapy group TRT + EMDR. The CONSORT guidelines will be followed and the enrollment data will be transferred into the flow diagram....",Individual persons ,None (simple),Parallel ,Single factors,Unclear,Yes
58,Results,PMC7511540,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7511540/,"...This prospective study was designed to examine the effect of EMDR as possible psychotherapeutic treatment for chronic, subjective tinnitus. A randomized controlled trial was set up to investigate (1) whether a bimodal therapy containing of a therapy protocol of TRT and EMDR results in a clinically significant different efficacy compared to the standard treatment combining TRT and CBT and (2) to evaluate the effect of the bimodal treatments on the primary and secondary outcome measurements....This prospective, randomized, controlled clinical trial with blind evaluator was conducted at the University Hospital of Antwerp and the multidisciplinary private practice Hoorzorg Van Looveren in Borsbeek, Belgium....The allocation sequence was determined by the date that patients were referred to the study....",Individual persons ,Stratification,Parallel ,Single factors,Not reported,Yes
59,Protocol,PMC6647387,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6647387/,"...## Hypothesis Due to the overall impact of NMS in PD and based on preclinical and clinical data on the influence of the endocannabinoid system on nociception, emotions, and sleep, we decided to design a proof-of-concept study to assess the synthetic cannabinoid nabilone for the treatment of NMS in PD. We hypothesize given the data and possible modes of action of the endocannabinoid system that nabilone will improve NMS in patients with PD and will have a favorable safety profile....The NMS-Nab Study is a mono-centric phase II, randomized, placebo-controlled, double-blind, parallel-group, enriched enrollment withdrawal study in patients with NMS in PD (Table 2). The study includes a screening period, followed by an open-label nabilone dose optimization period (phase 1) and a placebo- controlled, double-blind, parallel-group randomized withdrawal phase (phase 2)....After at least 1 week of stable nabilone dosage, responders are randomized in a 1:1 ratio at the baseline visit (V 0) to receive either nabilone at the dosage reached during the titration phase or placebo for 4 weeks (phase 2)....Patients will be randomly assigned to the treatment with either placebo or nabilone at baseline in a 1:1 ratio. Randomization will be performed with a computer-generated randomization schedule provided by the Department of Medical Statistics of the Medical University of Innsbruck (MUI) in a blinded fashion for the study team and patients....The NMS-Nab Study is performed at one clinical site, the Medical University of Innsbruck (MUI, Austria, urban and rural setting) which will be the sponsor of this trial....### Sample size and power calculation This is a phase II randomized clinical trial that uses a complete enriched enrollment randomized withdrawal design to evaluate the effects of continuous nabilone therapy versus withdrawal to placebo in patients with PD suffering from NMS. This design has the advantage that the patient population enrolled is enriched by including only responders. Moreover, total exposure to placebo in this withdrawal design may be shorter than in a study with only a randomized treatment phase. The power calculation refers to the primary endpoint of the study, i.e. change of MDS-UPDRS Part I score from randomization to week 4 during the placebo-controlled, double-blind, parallel- group randomized withdrawal phase (i.e. phase 2 of the study). A total of 38 patients (19 in each group) will have 80% power to detect a probability of 0.231 that an observation in the treatment group is less than an observation in the placebo group using a Wilcoxon (Mann–Whitney) rank-sum test with a 0.050 two-sided significance level (Table 4). With this, a statistically significant difference in the change from randomization to week 4 in MDS-UPDRS Part I score between nabilone and placebo will be detected if the true difference is 2.5 points. In the absence of previous data, we empirically chose, as clinically meaningful, a 2.5-unit change from randomization to the week 4 visit (in phase 2). This sample size calculation assumes the standard deviation of the change to be 2.4 points from randomization to week 4 (Poewe et al. 2015). Assuming a drop-out rate of 25%, we plan to include around 48 patients with Parkinson’s disease in this trial. Importantly, although a sample size calculation is provided, this is an exploratory study evaluating different NMS domains. Therefore, corrections for multiple comparisons are not planned. ### Table 4 Estimates of sample size using different standard deviations...",Individual persons ,None (simple),Parallel ,Single factors,Exploratory ,No
59,Results,PMC7540547,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7540547/,"...15 ,  16  Given the data and possible modes of action of the ECS, we hypothesized that nabilone may improve NMS in patients with PD and have a favorable safety profile....This single‐center, phase II, placebo‐controlled, double‐blind, parallel‐group study used an enriched enrollment randomized withdrawal (EERW) design to assess the efficacy and safety of nabilone for NMS in patients with PD....In phase II of the study, responders were randomly assigned (1:1) to either their optimal nabilone dose as established during phase I or placebo (corn starch) of matching color and shape and supplied in identical packaging. Randomization was performed with a computer‐generated schedule provided by the Department of Medical Statistics of the Medical University of Innsbruck....We aimed to enroll 48 patients to account for dropouts and include 19 patients per treatment group in the randomized trial phase, which was considered sufficient to detect a treatment difference of 2.5 points in the primary end point (standard deviation 2.4) with 80% power and a 2‐sided α‐level of 0.05 (Mann–Whitney U test; nQuery Advisor version 7)....",Individual persons ,None (simple),Parallel ,Single factors,Unclear,No
60,Protocol,PMC3567958,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3567958/,"...### Study objective In this study, we aim to evaluate the efficacy and safety of angioplasty of extracranial veins for patients with RRMS or SPMS and CCSVI....This trial is a multicenter, parallel group, blinded, phase III randomized controlled trial....The participating MS centers and their associated sonologic and angiographic units are accredited by the National Health System and approved by an accreditation commission appointed by the steering committee (SC) of the study....A secondary objective is to estimate the proportion of patients with CCSVI diagnosed by ECD and confirmed by venography. ### Sample size The study was designed by taking into account (1) the need to include all patients who are potential candidates for the therapeutic benefit of angioplasty and (2) the need for a short enrollment period and a follow-up of 12 months. Since the two diagnostic categories (RRMS and SPMS) will have different participant sizes and responsiveness, the statistical power will be different in the two groups. Estimates of the treatment effect will be more precise in the largest subgroup of RRMS. For the patients with SPMS, the study will provide preliminary information, possibly requiring an extension of recruitment of SPMS subjects. The sample size calculation and the definition of the analysis plan will be different for the two types of patients. #### Patients with RRMS The sample size was estimated on the basis of the primary end point on MRI. We assume that the average total number of MRI active lesions in the control group is equal to 6 with a standard deviation of 7.6 [53]. The intention-to- treat (ITT) analysis of 423 patients, allocated into the two treatment arms according to a randomization ratio of 1:2 (141 in the control arm and 282 in the experimental arm), will allow us to detect an absolute mean reduction of 2.1 lesions with an α error of 0.05 (two-sided likelihood ratio test (LRT)) and a power of 90% (power analysis based on 5,000 simulations, assuming a negative binomial distribution). Thus, we will be able to highlight a 1-year mean reduction from 6 lesions in the control arm to 3.9 in the experimental arm, which corresponds to a relative reduction of 35%. Even in the presence of a higher level of variability, with a standard deviation of nine lesions, our study would have a power of 81%, to show as statistically significant the same difference. This sample size will also be able to show a reduction of at least 0.3 in the annualized relapse rate with a power greater than 93%, (0.6 vs. 0.9 in the control arm, α = 0.05, two-sided LRT). The sample size of 423 patients is also adequate for the evaluation of the combined clinical end point with a 92% power or higher to detect a 15% increase in the percentage of improved patients (with a 5% to 15% figure in the control arm, α=0.05, two-sided test on proportions). To obtain a sample size of 423, a total of 445 patients will be recruited (148 in the control arm and 297 in the experimental arm), to take into account a 5% dropout rate, leading to nonevaluation of the primary end point at 12 months. #### Patients with SPMS This combined clinical end point is being used, to the best of our knowledge, for the first time in this trial. Thus, the power of the study was calculated under various scenarios concerning different values of the 12 months percentage of improvement in either group. The main analysis concerns the probability of improvement, considering the worsened, the stable and the fluctuating conditions as failures. With an enrolment of 222 patients allocated according to a randomization ratio of 1:2 (74 in control arm and 148 in experimental arm), power is sufficient to detect, based on the ITT analysis, an absolute improvement ranging from 15% to 25% (α = 0.05, two-sided test on proportions), as shown in Table 4. In order to obtain a sample size of 222, a total of 234 patients will be recruited (78 in the control arm and 156 in the experimental arm), taking into account a 5% of drop-out due to lack of evaluation at 12 months. ### Table 4 Power calculation for different scenarios of baseline values and deltas of the probability of improvement at 1 year in the combined clinical end point (intention-to-treat analysis)...The randomization procedure will be defined by the Data Coordination Center (DCC) and will be stratified by participating center and disease course, RRMS or SPMS, with variable length blocks. Responsibility for implementation of the computerized randomization procedure will be assigned to the CRO....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
60,Results,PMC5833494,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5833494/,"...In response to these calls and to public pressure, the Directorate-General for Health and Welfare of the Italian Region of Emilia Romagna funded the Brain Venous Drainage Exploited Against Multiple Sclerosis (Brave Dreams) trial to investigate the efficacy and safety of venous PTA in patients with MS and CCSVI....The Brave Dreams trial was a multicenter, randomized, double-blind, sham- controlled, parallel-group trial to evaluate the efficacy and safety of venous PTA in patients with MS and CCSVI in extracranial or extravertebral veins. The study was conducted at 6 MS centers in Italy and their associated color Doppler ultrasonography (ECD) and angiography units, all of which were accredited by the Italian National Health Service....The data coordinating center set up an internet-based computerized central randomization protocol stratified by participating center with variable length blocks, which assigned patients to the PTA or sham group in a 2:1 ratio....To achieve a 90% power (SD = 7.6) to detect a hypothesized 2.1 fewer active MRI lesions in the PTA group (3.9 vs 6.0), 423 patients with RRMS were needed. This number of patients was also sufficient (92% power) to detect a hypothesized 15% more patients in the PTA group than the sham group improving on the functional end point (α = .05; 2-sided test on proportions). Patients in the sham group were themselves expected to improve by 15% over the year of follow-up....The initial power calculation for patients with secondary progressive MS indicated that 222 patients were needed....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
61,Protocol,PMC6869182,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6869182/,"...### Specific objectives or hypotheses The specific objective of our study is to observe whether home delivery of the contraceptive implant increases utilization of the device above the baseline rate of 3.2% in this population where the use of postpartum contraception is historically common among women. Our hypothesis, based on published data from other settings, is that if women receive proper counseling about all contraceptive methods, the uptake of long-acting reversible contraceptives (which in this study includes only the contraceptive implant) will be about 11% for contraceptive implants [4]. Our secondary objectives are to observe if the home-based contraceptive delivery intervention featured in our study is associated with overall increased contraceptive uptake, continuation, and satisfaction in the intervention compared to the control clusters. We hypothesize that with increased uptake of the implant we will see higher continuation rates and contraceptive satisfaction in the intervention clusters. We also hypothesize that increased contraceptive uptake, continuation, and satisfaction may be associated with reduced short-interval, repeat pregnancy rates, and so we also aim to survey participants on their pregnancy status at enrollment and 3 and 12 months after enrollment....Our protocol features an interventional, cluster-randomized, unmasked, parallel group trial design. Our eight study communities were randomized in a 1:1 allocation ratio to either the intervention or control arms of the study, and our study is designed on a superiority framework....### Sample size Based on previously collected data, we expect that during the timeframe of our study around 260 women will meet the eligibility criteria over the course of 1 year. This study, with 200 women enrolled (100 in intervention clusters and 100 in control clusters) will be powered to detect a change in Jadelle® uptake rates from 3% to 15% at 85% power and 5% significance, with an intraclass correlation of 2% (Fig. 3). Fig. 3 Sample size calculation...The first step, as noted previously, was to divide our Madres Sanas communities into study clusters....We combined some smaller communities into larger study clusters in order to obtain an expected birth rate of about 100 births per nurse team (nurse teams have varying numbers of clusters) per year for a total of about 300 expected births in 1 year. Once the clusters were assigned by expected birth volume, which we expect to translate to eventual postpartum visits, the allocation sequence was generated....The initial allocation sequence was generated by our data analyst using SAS to assign the clusters to either the intervention or the control arm of the trial. Once the nurses were educated about the study and understood all study procedures and activities, they were informed about the cluster assignment....The communities, assigned to clusters, are described with their nurse team (as indicated by team color) in Table 1....",Cluster,None (simple),Parallel ,Single factors,Superiority,No
61,Results,PMC7439552,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439552/,"...Our study, the protocol of which has been published, was a cluster-randomized, pragmatic, parallel arm trial whereby women in intervention clusters had experienced study nurses bring contraceptives (condoms, pills, injection, implant) to postpartum mothers’ in their homes [6]. The objective of the study was to observe if the reduced access barrier by providing contraceptives at the final home visit was associated with an increase in implant uptake by 3 months postpartum....Our study, the protocol of which has been published, was a cluster-randomized, pragmatic, parallel arm trial [6]. The rationale for using a cluster design was that the region is already historically divided into twelve communities that define themselves by their cultural identity (Fig. 1)....The initial allocation sequence was generated using SAS to assign the clusters to either the intervention or the control arm of the trial [6]....### Sample size Based on historical data from the Madres Sanas program, we expected over the course of the year of projected enrollment to observe around 260 women who would meet eligibility criteria [6]. To detect a change in implant uptake rates from 3 to 15% at 85% power with 5% significance and an intraclass correlation of 2%, with equal cluster sizes assumed (25 births), our sample size was calculated to require 200 women, 100 in each arm [6]....",Cluster,None (simple),Parallel ,Single factors,Superiority,No
62,Protocol,PMC4031497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4031497/,"...In this paper we describe the rationale and methods employed to test the effectiveness of the CPC decision aid in a multicenter trial in five geographically and ethnically diverse hospital EDs in the United States. We hypothesize that use of the decision aid will significantly increase patient knowledge, engagement and satisfaction, and decrease the rate of testing that may have marginal benefit in the low-risk population with no increase in adverse events....This practical, multicenter randomized trial compares an intervention group receiving a structured risk assessment and corresponding decision aid (CPC), to a control group receiving usual care [17]....Once the initial cardiac troponin result is determined to be negative, the patient will subsequently be randomized using a centralized web- based mechanism to either the decision aid or usual care arm....Patients will be dynamically stratified [19] by enrolling by site, age and sex because of the known association of age and sex with cardiovascular risk and the availability of these data at the time of enrollment. Allocation will be based on a 1:1 ratio between the intervention and usual care arms....After the pilot trial was completed and prior to beginning the multicenter trial, the decision aid underwent additional revisions based on input from the patient (MD) and caregiver (AL) representatives engaged in the trial and the investigative team in order to increase the clarity of the decision aid and improve patient comprehension....In order for the study findings to maximally impact practice and policy, they will need to be adequately powered to detect differences in outcomes of interest to each of the stakeholders (patients, clinicians, shared decision- making research experts, and healthcare payers). We will have sufficient funding to enroll 930 patients, accounting for a loss to follow-up rate as high as 5% (there was 2% lost to follow-up in our pilot trial) [11], we anticipate having complete data on 884 patients. Table 1 shows the anticipated power we will have to detect differences in each of the patient and stakeholder-important outcomes on completion of the trial....",Individual persons ,Stratification,Parallel ,Single factors,Superiority,No
62,Results,PMC5152707,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5152707/,"...Interventions Patients were randomly assigned (1:1) by an electronic, web based system to shared decision making facilitated by a decision aid or to usual care....To test the effectiveness of the decision aid to improve patient knowledge and decrease unnecessary resource use in a broader population of patients with greater socioeconomic diversity and in a variety of clinical contexts, we conducted a multicenter pragmatic12 randomized trial in six geographically diverse emergency departments across the United States....This was a pragmatic parallel randomized controlled trial in low risk patients presenting to the emergency department with a potential acute coronary syndrome....Patients and clinicians were enrolled from the emergency departments at six US sites (University of California Davis on the west coast, Mayo Clinic Rochester and Indiana University in central US, University of Pennsylvania and Thomas Jefferson University on the east coast, and Mayo Clinic Florida in the southeast). All of the sites, with the exception of Mayo Clinic Florida, had access to an emergency department observation unit in which protocols to provide care for patients with potential acute coronary syndrome existed as part of routine practice....Patients were randomized 1:1 and dynamically stratified17 by age, sex, and site because of the known associations of age and sex with cardiovascular risk, potential unmeasured differences between sites, and the availability of these data at the time of enrollment....We estimated that 884 patients would provide 99% power to detect a 16% difference in patient knowledge between decision aid and usual care arms and 90% power to detect a 10% difference in the proportion of patients admitted to an observation unit for cardiac testing.13 To account for an estimated 5% potential loss to follow-up, we planned to enroll 930 patients....",Individual persons ,Stratification,Parallel ,Single factors,Unclear,No
63,Protocol,PMC3179718,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3179718/,"...In the present IMR trial, the following alternative hypotheses will be tested: Patients in the IMR program will have improved at least 6 points on the Global Assessment of Function scale (GAF-F) compared with patients receiving treatment as usual at follow-up 9 months after baseline. Furthermore, the participants in the IMR program will show a greater improvement after 9 months in relation to symptoms, drug/alcohol addiction, relapse, rehospitalisation and treatment, knowledge about their mental disease, coping strategies, recovery and hope. Moreover the difference between the intervention groups will be sustained 21 months after baseline....The trial design is a randomised, assessor-blinded, multi-centre, clinical trial of the IMR program compared with treatment as usual in 200 participants diagnosed with schizophrenia or bipolar disorder under the care of two community mental health centres in the Capital Region of Denmark. From January 2011 to December 2013 IMR will be tested in two community mental health centres with the participation of 200 patients....Patients will be recruited from two community mental health centres in the Capital Region of Denmark: Frederiksberg-Vanløse and Ballerup-Egedal-Herlev, respectively....The allocation sequence will be computer-generated, using permuted blocks of a varying block size with equal allocation to the two arms. The allocation sequence is stratified by diagnosis and community mental health centre....### Power and sample size We are planning a trial of the continuous response variable, GAF-F, from independent control and experimental participants with one control per experimental participant. A previous study involving psycho-education in a Danish community mental health centre showed that response within each participant group was normally distributed with a standard deviation of 15 [38]. In the few previous studies using IMR or elements of IMR the effectiveness has been assessed by using the total GAF score showing a difference of 6-10 points [21,39]. Based on this knowledge we will conservatively estimate the true difference in the experimental and control group means to be 6 points on the GAF-F score. Using this estimation will require a total of 200 participants to reject the null hypothesis that the population means of the experimental and control groups are equal with probability (power) 0.8. The type I error probability associated with this test of the null hypothesis is 0.05. The power and sample size calculations have been made using the PS Power and Sample Size Calculations program version 3.0.34 [40]. The power of some the secondary measures has also been estimated with a total number of 200 participants. This showed that a sample size of 200 participants is sufficient to show a relevant effect size in PSP, PANSS and the IMR Scale corresponding to similar studies, see table 2. The remaining secondary measures have not been tested due to the fact that similar trials with these outcomes could not be obtained. Thus, the results of these analyses should be interpreted with caution, and the analyses should be considered as exploratory. ### Table 2 Power calculations of PSP, PANSS and IMR Scale...",Individual persons ,Blocking,Parallel ,Single factors,Superiority,No
63,Results,PMC6371462,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371462/,"...The present study focuses on the long-term effects of the IMR program....This study was a prospective, assessor-blinded, RCT performed in three community mental health centers (CMHCs) in the Capital Region of Denmark, which covers a population of approximately 1.8 million people....Patients were recruited from three CMHCs in the Capital Region of Denmark....The allocation sequence was computer-generated using permuted blocks in varying sizes of 6, 8, and 10....The sample size calculation was conducted for the posttreatment investigation but not for the one-year follow-up....",Individual persons ,Blocking,Parallel ,Single factors,Not reported,Yes
64,Protocol,PMC4672547,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4672547/,"...We aim to conduct a trial where these methodological considerations are addressed by comparing a 12-week aerobic high-intensity interval training (HIIT) program to skills training of the same duration, with regard to: 1) aspects of cognitive function, especially memory, attention and executive function, and 2) psychiatric symptom load (negative and positive symptoms) and wellbeing....We hypothesize that the individuals in the Exercise Group (EG) will perform better than individuals in the Computer Skills Group (CSG) on aspects of cognitive function, especially memory, attention and executive function. In addition, we expect ameliorated positive and negative symptoms in the EG. The effects of HIIT on maximum oxygen uptake and risk factors for CVD (i.e. tobacco- smoking, elevated blood pressure, dyslipidemia, insulin resistance and high body fat) are also subject to investigation....This trial is designed as a randomized controlled, parallel group, observer- blinded clinical trial (Fig. 1)....The participants are outpatients at the psychiatric rehabilitation clinics in Tønsberg (Nordre Vestfold distriktspsykiatriske senter, NVDPS) and Larvik (Søndre Vestfold distriktspsykiatriske senter, SVDPS) in Vestfold County. The clinics are part of the Division of Mental Health and Addiction in Vestfold Hospital Trust, Norway. The outpatient clinics are catchment area-based and cover a total population of approximately 200,000 people....Supervision of participants in the two groups is carried out by the same personnel employed in the outpatient clinics and dedicated to the project throughout the data collection period....### Sample size calculations We assume that the outcome measures are continuous variables with a normal distribution, and two independent clinical groups are being compared. Estimates of statistical power are calculated for the primary outcome measure. The neurocognitive tests applied in the study (MCCB battery) are designed for repeated administrations to test possible treatment effects. Some improvement must be expected in both groups because of the treatment/stimulation and as retest effects (being accustomed to the test design if not the actual test material). Nevertheless, we expect that the effect size in the EG will be 0.50 standard deviations (which is a medium effect size) larger than the increase in the CSG, which given a statistical power of 0.80 and alpha of 0.05 necessitates a sample size of 55 in each group. The dropout rate in the current study after randomization and group assignment is estimated to 15 %. Thus, the estimate is that recruitment of 126 participants is needed to secure the participation of 55 individuals in each group. Further attrition at later stages in the study progress is accounted for by utilizing the “intention-to treat” analysis....A computerized random number generator is utilized to produce the allocation sequence. Equal distribution of participants in the two groups on CRF is ensured by stratification on expected median with regard to scores on VO2max at baseline. By varying the size of the stratification blocks, each treatment assignment remains unpredictable....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
64,Results,PMC7457274,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7457274/,"...The primary aim of this study, therefore, was to investigate the effect of HIIT on CRF in people with schizophrenia. Second, we aimed to test whether partaking in an HIIT exercise regime in combination with applying key constructs from social cognitive theory (e.g., self-efficacy and social support for PA) would have an effect on the general PA level; third, we sought to test whether the intervention would have secondary effects on body composition....Briefly, the study was designed as a randomized, controlled, parallel- group, observer-blinded clinical trial with the aim of investigating the effects of a supervised high-intensity interval training program on maximal oxygen uptake (VO2max), cognitive function and psychiatric symptom load in outpatients with schizophrenia....Participants were recruited from August 2014 through May 2017 from catchment- area-based and publicly funded outpatient psychiatric clinics in Vestfold County, Norway....Eighty-three participants signed the informed consent form and were included in the study....A computerized random number generator was utilized to produce the allocation sequence. Equal distribution of CRF between the two groups of participants was ensured by stratification around the expected median of baseline VO2max scores. By varying the size of the stratification blocks, we kept each treatment assignment unpredictable....The same personnel, which were employed in the outpatient clinics and dedicated to the project throughout the intervention period, carried out supervision of the participants in both groups....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Exploratory ,Yes
65,Protocol,PMC3263442,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3263442/,"...This article describes the study design and outcome measurements of a randomised controlled trial with the aim of comparing two different regimes for children with newly diagnosed type 1 diabetes; hospital-based care and hospital-based home care....The trial took place at a University Hospital in Sweden. The Hospital has a catchment area with a population of 71 684 (December 2010) children and adolescents from 0-18 years [46]....Children from 3-16 years of age, who are newly diagnosed with type 1 diabetes at the University Hospital, without any other difficult chronic illnesses or siblings with type 1 diabetes, living in a Swedish speaking home and not in custody of social care, were candidates for inclusion in the study....The children were randomised in two strata, younger than eight years or eight years and older. The randomisation was performed by an independent centre for clinical research using the software R-2.6.1 [49]. Within each stratum children were assigned to the two different treatments by sampling without replacement from a block consisting of, to the investigators, unknown number of labels from each treatment group....### Sample Size...A difference in HbA1c of 10mmol/mol was estimated as clinically relevant and statistical power was calculated on a known variation in HbA1c during the first two years after diagnosis. During 1997-2006, 247 children who were 3-16 years old at the time of diagnosis showed a standard deviation of 14mmol/mol in individual HbA1c measurements. To show a mean difference of 10mmol/mol between two groups, it took 30 children in each group with a power of 0.79, and a significance level of 5%....The hypothesis was improved metabolic control for children in families having received hospital-based home care, compared to children in families having received traditional hospital-based care....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
