PairID,Protocol/Results,PMCID,Link,Text,Intervention protocol (treatment manual) availability,Used full article
46,Protocol,PMC3476981,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3476981/,"...#### Conventional therapy Current conventional therapy for CRPS-1 has been consolidated in the Dutch national clinical guideline of 2006 [10]. It is focused on the relief of symptoms and pain with pharmacological treatment and immobilization of the affected limb, supported by physical therapy (e.g. by increasing control of pain, improving skills and optimizing coping with CRPS-1) and occupational therapy (e.g. by improving functional abilities and independence in activities of daily living) [6]. It results in approximately 50% reduction of disability and pain in patients with CRPS-1. Pharmacological treatment consists of analgesics in a step-up procedure in accordance with the WHO’s pain ladder. Dimethylsulphoxide 50% ointment (DMSO) is prescribed as radical scavenger for initial treatment. In cases presenting with allodynia or hyperalgesia, gabapentine, amitryptilin or carbamazepine may be indicated. Dystonia, myoclonia and muscle spasms may be treated with baclofen, diazepam or clonazepam. Vasodilating drugs like verapamil, ketensin and pentoxiphyllin can be prescribed for patients presenting with cold skin. In persistent cold CRPS-1, thoracic sympathectomy can be considered as a treatment option [10]. #### Pain exposure physical therapy PEPT is a functional form of physical therapy and consists of a progressive- loading exercise program and management of pain-avoidance behaviour without the use of specific CRPS-1 medication or analgesics. It is based on the assumption that behavioural and psychological factors can exacerbate pain and dysfunction and might help maintain the condition. Patients denominate clear treatment goals in the domains of activities and participation. PEPT aims to decrease kinesiophobia, pain behaviour and learned non-use [11], and increase self-confidence in the patients’ own physical possibilities. Living without adaptations or living independently from caregivers, returning to work and employment, and restarting domestic life, self-care, mobility, hobbies and sports in a short time are the main treatment goals. Pain relief itself is not a primary treatment goal, and patients are informed that an increase in pain during or after the exercises and activities might occur. Patients are reassured that an increase in pain is not a sign of injury or tissue damage. In this respect, all conscious and unconscious signs of catastrophizing and kinesiophobic behaviour are specified and talked through with the patient and partner. If, despite explanation, doubt remains about the treatment content or when patients are not motivated to act upon instructions of the therapists, the treatment will be ceased. The treatment consists of progressive-loading exercises and desensitization beyond the patients’ pain limits. To decrease the enhanced skin sensitivity for touch and pressure, desensitization is carried out using self-massage and forced use of the affected arm or leg in daily activities. The progressive- loading exercises are tailored and focused on specific body functions using standard techniques in regular physical therapy, including passive and active exercises to mobilize joints and muscle stretching. During progressive loading, the physical therapists act mainly as instructors, rewarding functional progression and providing schedules for exercises and activities at home. Complaining about pain is discouraged and it is no longer a subject of debate or a reason to reduce the treatment intensity. Partly due to a limited number of five sessions, PEPT is a very low-cost approach from micro- as well as macro-economic point of view....### Trial interventions #### Conventional group The conventional treatment of CRPS-1, based on the recent Dutch guideline [10], includes pharmacological interventions with analgesics, N-acetylcysteine, calcium channel blocker, ketanserine and dimethylsulphoxide for local application on the skin. In case of insufficient effect, sympathetic blockade, spinal cord stimulation and amputation may be considered. Following the Dutch guideline, patients in the conventional care group will also be referred to physical therapy to exercise the extremity in a pain contingent manner. #### Experimental group The experimental treatment is PEPT, a functional form of physical therapy combined with a cognitive-behavioural form of treatment. It consists of a maximum of five sessions of each 40 min....",Not reported,Yes
46,Results,PMC4679993,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4679993/,"...### Table 1 Description of interventions according to the TIDieR checklist...In accordance with the TIDieR (Template for Intervention Description and Replication) checklist,16 descriptions of both interventions under study can be found in table 1....#### Pain exposure physical therapy PEPT was conducted by two physical therapists together (FPK and AP, FPK and MT), who were trained by a psychologist to actively interact with the patient and his or her partner during the treatment sessions. PEPT consisted of a maximum of five treatment sessions, each of 40 min duration, with varying intervals between the sessions depending on the progression and personal needs of the patient. Treatment was ceased when the patients met their predefined functional treatment goals, or when they showed insufficient motivation and self-efficacy, strong resistance or insufficient results.14 15 17 #### Conventional treatment A different group of physicians carried out CONV. This treatment included pharmacological interventions (RTMvD) combined with physical therapy in a more pain-contingent manner (PPM, JO and RTMvD).8 The physician carrying out the pharmacological intervention was based at a remote location of our university hospital....",Not reported,No
47,Protocol,PMC4127193,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4127193/,"...### Intervention description Women who participated in the study at treatment clinics received the following intervention: (1) integrated IPV and health screening; (2) supportive care; (3) safety planning and harm reduction counseling; (4) supportive referrals; and (5) booster counseling sessions at three months post baseline. The majority of materials utilized for the intervention were adapted from existing IPPF/WHR materials used in other Latin American and Caribbean contexts and were adapted to the characteristics of Mexico City [38]. A referral directory was also created with the contact information of local community agencies that provide services to IPV victims. During the development phase of the referral directory, IPV staff at the MoH suggested that only community agencies providing free services be included. All community agencies listed in the directory were visited by research staff and addresses and phone numbers were verified. Furthermore, for each community agency, research staff obtained the name of a specific contact person to include in the referral directory. Contact names were included in the referral directory based on pilot focus group research with IPV survivors enrolled at a community agency. Pilot work revealed that women felt more comfortable asking for services if there was a specific person to contact at an agency; and that only having the name of an agency was a deterrent. Of the agencies, two programs were highlighted: (1) SEPAVIGE, the MoH IPV program, (Gender based Violence Special Services) and UAVIF (Family Violence Prevention and Care Unit). There are approximately 14 SEPAVIGE units located primarily within hospitals. Key services include free psychological treatment and group therapy to IPV victims. UAVIF is associated with the Ministry of Social Development and it consists of 16 units in each district of Mexico City. Each unit offers legal and psychological services. They are also in charge of identifying women eligible for an IPV conditional cash transfer program. The referral directory was handed out to nurses during the training Details are presented in Table 1. ### Table 1 Intervention components Nurses from all 42 health clinics were invited to participate in the training based on the following criteria: morning shift nurses (due to the walk-in basis of appointments and afternoon shifts not occurring at all clinics) and not a field nurse (due to their limited time at the health clinics). A total of 197 nurses (approximately 8% male nurses and 45% in treatment clinics) received the training. 147 nurses are actively participating in the study (49% in treatment clinics) (26% staff dropped out primarily due to staff turnover at clinics). On average, 4 nurses were trained at each health clinic. Nurses in the intervention group received a 3 day training that covered all the topics of the intervention and then nurses received up to 3 visits by research staff to practice delivering the intervention through role – playing exercises individually and in the clinics. In-depth training was needed as nurses did not feel very comfortable talking about IPV and several rounds of role playing exercises were needed for nurses to gain confidence. Role-playing exercises with research staff were chosen as it preserved rapport between nurses and the research team as well as increased confidentiality of nurses requiring additional training. All training activities were conducted by the research team, IPPF training consultants, and invited guests from local organizations and government offices who specialize in this area. Specific topics in the training included an introduction to IPV, health consequences of IPV, legal considerations in Mexico City, methods to screen for violence and assess for health implications such as reproductive coercion, safety and ethical considerations, referral methods and linkages to other organizations in the community. An educational video modeling the counseling sessions was also developed by the study team for the training of treatment nurses. This video was shown and discussed during research assistant visits to the health clinics as part of the training. Women in the control clinics were given a referral card containing general information on IPV and a list of resources, which was consistent with the current goal for standard of care in the Mexico City MoH. The referral card is the size of a business-card so that it may easily be hidden from male partners, and is widely used in other IPV screening programs [42]. Staff in control clinics received a one day training that focused mainly on sensitizing nurses and training them on using the abuse assessment. Control clinic staff will receive the intervention training upon completion of the study....",Not reported,Yes
47,Results,PMC5506677,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5506677/,"...### Procedures The intervention consisted of the following components as delivered by nurses (Table 1): (1) integrated IPV and health screening assessment; (2) supportive care; (3) safety planning and harm reduction counseling, including reproductive health concerns; (4) assisted referrals; and (5) a booster counseling session at 3 months after the initial screening and counseling session. Women at the treatment clinics received the intervention from nurses who were eligible and selected to participate in a 3-day training that covered topics related to IPV, safety planning, reproductive coercion, and community resource referrals, and was developed jointly by the research team and the International Planned Parenthood Federation/Western Hemisphere Region [22]. Nurses from all 42 health clinics were invited to participate in the training based on whether they were morning shift nurses (due to the walk-in basis of appointments and afternoon shifts not occurring at all clinics) and not a field nurse (nurses who work in the community and thus have limited hours at health clinics). Out of 379 eligible nurses, 197 (52.0%) were trained for the study. As part of the training, the research team also conducted an additional three clinic visits to practice via supervised role-playing exercises. Women in control clinics received the MoH standard of care, which consisted of a referral card containing information on IPV and available MoH and community services....### Table 1 Components of interventions for treatment and control clinics...",Not reported,No
48,Protocol,PMC5968465,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5968465/,"...### Intervention The intervention group will receive a training workshop based on a local adaptation of the WHO-EMRO School Mental Health Manual. The training was adapted in light of in-depth interviews by teachers and school administrators and discussions with relevant stakeholders to make it suitable for the Pakistani school system. The training will be three 6-h sessions delivered face-to-face over a 2-week period. Teachers can decline to participate or withdraw at any stage. Topics to be covered in training workshop are given in Table 1. ### Table 1 Summary of the modules in the World Health Organization, Eastern Mediterranean Region (WHO-EMRO) School Mental Health Manual The workshop will be conducted by the principal investigator (PI) along with one to two assistants (psychologists trained by the PI). The PI was trained over a period of 2 days by one of the WHO trainers and a Master Trainer of school mental health. (NA and PA)....",Not reported,Yes
48,Results,PMC9066809,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9066809/,"...### Intervention The core elements of the intervention are described above. The teachers’ training curriculum based on WHO-EMRO School Mental Health Manual is delivered through a workshop delivered on school premises to teachers in the intervention arm. The training emphasized issues highlighted during in-depth interviews by teachers and school administrators and discussions with relevant stakeholders to make it suitable for local context [13]. The workshop was spread over 3 days with daily 6-h sessions delivered face-to-face over a 2-week period. The training consisted of lectures, discussions, and role- plays. Teachers had the option to decline to participate at any stage of the study. The workshop was conducted by the principal investigator (PI) along with one assistant (psychologist trained by the PI)....",Not reported,No
49,Protocol,PMC6935101,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6935101/,"...### Intervention groups \- Experimental Group: Psychiatric Advance Directives (PAD). Each person assigned to the experimental group is invited to fill in a document describing his or her crisis plan and his or her will or preferences in case of being unable to consent,1 and to meet a facilitator specially trained to help them with this. He or she is invited to share the document with his or her psychiatrist and the reliable person he or she has nominated (a healthcare agent). Meetings concerning the document between the peer support worker and the participant take place as soon as the latter decides to do so, and the support offered lasts as long as necessary. Peer support workers are recruited specifically for this study, and trained together for this protocol, on the one hand to ensure both compliance with the protocol and consistency of practice, and on the other hand to better define facilitator practice (what time is needed, what are the obstacles and enablers). Regular exchanges are organised between them, and with the entire research team, via web conferences, and regular meetings during the study. \- Control Group: Usual Care (UC). People assigned to the control group are followed as usual by their psychiatrist....## Availability of data and materials Materials are available upon reasonable request from the author....",Not reported,Yes
49,Results,PMC9171654,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9171654/,"...### Intervention Group (PW-PAD) After randomization, all PW-PAD participants received the PAD document from research assistants. The PAD documents included future treatment and support preferences, early signs of relapse, and coping strategies. The research assistant proposed organizing the meeting with the peer worker and distributed the contact details. Depending on their preferences, the PW-PAD participants could: * Meet a peer worker in a place of their choice. * Be supported by this peer worker in drafting the PAD document with as many meetings as necessary. At this stage, the peer workers encouraged the sharing of PADs. * Be supported by the peer worker during the sharing of PADs with the health care agent and the psychiatrist. The PADs were completed and signed in paper format. They were stored by the health care agent or the psychiatrist, depending on the choice of the participant, and uploaded to electronic medical records if available and requested. In case of crisis, the existence of a PAD was reported by the patient, their companions, or informed caregivers. ### Control Group People assigned to the control group were followed up as usual. They received comprehensive information about the PAD concept during the inclusion step and were free to complete a PAD. They were not introduced to a peer worker from the study....",Not reported,No
50,Protocol,PMC3699393,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3699393/,"...Specifically, we will compare the following conditions: (1) individuals in the EG will receive training based on CBT and new technologies (virtual reality (VR), VR combined with biofeedback, and mobile phones)....### Protocol The protocol will be based on 5 weeks of stress management training (two sessions per week). During each week participants in the EG and the CG will meet a psychologist in two sessions. Our protocol is based on CBT in general, and specifically on the stress management program of Kaluza [64] and on the stress inoculation training of Meichenbaum [65]. As before, different settings are planned for the training; these are shown below. #### Clinical setting During the session, the participant will be in a quiet room, sitting in a comfortable chair. Every session will last about 50 minutes and will consist of a first part with an introduction and a discussion about homework, a central part with exposition to a stressful scenario, followed by cognitive restructuring aimed at teaching participants about useful coping strategies related to the specific stressful situation. After this exposition and discussion, there will be a final part for relaxation training, and finally a debriefing about the session. #### Home setting Participants will have the possibility to access the contents useful for stress management logging in from their personal computer (PC) via Second Life and visiting the INTERSTRESS Learning Island [61]. Simply by exploring virtual worlds, they can learn different aspects related to psychological stress, such as its main causes, its symptoms, stress management and coping strategies (Figure 6). Figure 6 Learning island screenshot. #### Mobile setting Participants will be able to rehearse/relax outside the psychologist’s office using a smartphone application developed for this specific purpose. To improve the efficacy of the experience with the clinician, during the homework the mobile system will present a non-navigable version of the same VR environment experienced during the training in the clinic setting. Through the smartphone, participants will also be taught how to become aware of their physiological levels of stress. On the mobile phone they will have the possibility to observe a simple graphic of their stress level on that day and during their week. Moreover, the mobile application provides warning signals when critical thresholds are overcome, giving the participant the opportunity to perform a relaxing exercise to reduce his or her stress level. A detailed description of the protocol for the EG and the CG follows: In the EG (see Table 1), participants will receive training based on cognitive behavioral techniques combined with VR, biofeedback and use of mobile phones. ### Table 1 Study protocol for the experimental group The protocol has the following schema. Intake session: before this session, in order to assess the participants’ stress features, they are asked to fill out self-completion questionnaires at home (MSP, COPE, PSS, PSQI, STAI, SWLS and a questionnaire about technological abilities) and give these to the clinician at the beginning of the session. During the intake session, the participant will meet the trainer, who will explain in detail the training purpose and procedures, and will finalize the assessment. After discussion and explanation of the aims and methods of the training, each participant will be provided with written information about the study and will be asked to provide written consent for inclusion. Then, the participant will be assessed through clinical interview (MINI) in order to verify if he or she could be included in the training. After this preliminary phase, if the participant satisfies the inclusion criteria, the psychologist will introduce the specific processes of the training, which will be structured into ten sessions (two per week, each one lasting one hour) where technologies will be employed as training tools. Each session will be divided into four parts: homework checking and dialogue with the participant on difficulties experienced in the week between the previous session and the current session; exploration of virtual environments to practice coping skills during stressful situations; comments about the experience (debriefing and discussion of positive use of coping skills, noted areas of difficulty and subjective perception of stress versus objective measurement of stress by the means of biosensors); and relaxation training and new homework assignments. Then, for familiarization with VR, the clinician will expose the participant to a neutral virtual environment. After this exposition, the trainer will explain that biosensors will be worn during the training to monitor physiological parameters, to track the emotional/heath status, and to directly influence experience in the virtual world. The session will be concluded with a detailed explanation of how to use the portable biosensors and the smartphone during the following assessment week. The clinician will also explain how to use the patient management system through the computer at home and the three-dimensional virtual spaces (Learning Island) in Second Life during all the training. Assessment session (session 1): this will start with a discussion with the clinician about the assessment week. Then, after a brief introduction to the specific content of this session, the physiological baseline of the participant will be recorded for 3 minutes. In order to measure the psychological variations occurring during the different stressful environmental exposures, subjects will complete the VAS-A and STAI-Y1 at baseline and after each scenario. During the stressful exposition, the participant’s physiological measurements will also be recorded. In addition to the seven stressful scenarios, which replicate daily life stressors, each participant will be assessed in a neutral virtual environment and in one in which he or she will complete a cognitive task in front of a virtual audience. These situations will be used to assess the maximum and minimum stressor. After the virtual assessment, the participant will be exposed to a relaxing virtual environment. At the end of this session, the clinician will explain to the participant the homework to be completed using the smartphone and the PC . Training session (sessions 2 to 9): these sessions will be dedicated to teaching participants to cope with stress through cognitive restructuring techniques and the teaching of relaxation exercises. Each session will last about one hour and be divided into four parts: homework checking; exposition to a stressful scenario and cognitive restructuring with the clinician about the experience; relaxation; and homework assignment. The clinician will decide with the participant, which specific stress scenarios he or she will focus on during the training. The participant will be virtually exposed to the selected stress, working on it with the clinicians during two consecutive sessions. Relaxation will be induced through immersion in different virtual environments (for example, a lake), which will be customized with different pre-recorded audio narratives that describe the specific setting and guide the execution of a series of relaxation exercises. Relaxation will be induced by navigation in a virtual environment in which the user may move and interact, following auditory narratives that support images. Participants will be immersed in different environments (lake, beach, desert, et cetera), each one associated with different pre-recorded audio narratives. During sessions, the EG will be alternately exposed to relaxing VR environments and to VR biofeedback. The psychologist will provide explanations about biofeedback, the role of biofeedback methodology and the participant's role and involvement. After an introductory explanation, the trainer will start the biofeedback session, while explaining how the physiological signals change with variations in physiologic activity, and how these may be associated with slight differences in subjective feeling states. The participant will be instructed about relaxation and various strategies used to achieve these states during exercises in virtual reality environments that will last about 10 minutes. At the end of the session, the psychologist will discuss the participant's response to the biofeedback experience and will encourage his participation and interaction in the experience. Traditional relaxation exercises will be alternated during sessions with biofeedback. Follow up session (session 10): in order to verify the efficacy of the training, during the final session, participants will be reassessed through the administration of questionnaires to measure their stress and anxiety level (MSP, PSS, COPE, and STAI-Y2) and their perceived quality of life (PSQI and SWLS). Moreover, participants will again be exposed to the stressful scenarios, following the same procedure as in the assessment session (session 1). At the end of this assessment, the clinician will discuss with the participant the training and its efficacy, and eventually the difficulties he or she has experienced. In the CG (see Table 2), participants will receive training based on traditional cognitive behavioral techniques. The protocol will follow the same structure as that used in the EG, but without the use of new technologies and biofeedback. ### Table 2 Study protocol for the control group Guided imagery will be employed for stress exposition in the CG and will also be used for teaching relaxation exercises, instead of the virtual environments. The trainer will play an audio tape with the chosen relaxing place or stressful situation, while the participant sits comfortably in a chair with eyes closed. Different stimulus propositions are included in the audio (auditory, visual, tactile, cutaneous, olfactory, and vestibular) and everything is described in detail, so that a realistic and vivid exposure may be possible. Participants included in the CG will not use the smartphone for stress assessment, but will use a traditional diary, in which they will mark every stressful event during their assessment week. Moreover, instead of Second Life, participants will receive a book about stress, with the same contents included in those virtual environments. In order to obtain comparable measurements with the EG, participants in the CG will be assessed during the training with the same questionnaires and their physiological measurements will be recorded during each session....",Not reported,Yes
50,Results,PMC4115267,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4115267/,"...### Treatment Protocols The treatment protocols were based on 5 weeks of stress management training (2 sessions per week) following the “stress management program” by Kaluza [49] and on the “stress inoculation training” by Meichenbaum [50]. Stress Management Training (SMT) is a short, focused, and individualized intervention to improve individual coping with stress at workplace [49]. A meta-analysis of 36 studies showed the efficacy of SMT in reducing negative mood states (ie, anxiety, depression) [51]. The Stress Inoculation Training (SIT) [50,52] is a validated short, semistructured, and active approach to manage psychological stress (for a review, see [53]). The effectiveness of SIT has been evaluated in different contexts. In the clinical setting, SIT has proven an effective means of helping patients face particularly strenuous conditions [54-56]. In the occupational environment, SIT has been successfully applied to support employees in managing stressful situations [57,58] and to help athletes manage anxiety and improve performance [11,59]. The treatment block for teachers (Block 1: n=61) was offered by therapists from Istituto Auxologico Italiano both in the Istituto Scientifico Ospedale San Luca, Milano, Italy and in the schools where teachers worked. The treatment block for nurses (Block 2: n=60) was offered by therapists from the Azienda Ospedaliera Universitaria Policlinico “G. Martino” at the Pervasive Healthcare Center, a clinical research center of the Institute of Clinical Physiology. The IR and CBT treatments were administered by clinical psychologists with extensive experience in stress management techniques....A high level of protocol adherence was reported by therapists. The difference between the treatment protocols offered by each block is detailed below (see also [41]). ### Experimental Group #### Overview The experimental group used an Interreality protocol based on the following technologies (see Figure 4 for details). Figure 4 Technologies used by the experimental group. #### 3D Virtual Scenarios (in the Therapist’s Office) ##### Immersive Role-Playing Scenarios Where the Individual Interacts With Potentially Stressful Experiences According to a literature review and the results of a qualitative analysis, different virtual stressful scenarios were generated for both teachers and nurses (see Table 2). The stressful scenarios were played by real actors, video-recorded, and included in the virtual environments (using the free virtual reality platform NeuroVR 2 [60-62]) after post-production (for a demonstration of the procedure, see the video in Multimedia Appendix 2 and Figure 5). Figure 5 A Virtual Reality treatment session of the Interreality trial. ### Table 2 The different virtual stressful scenarios. ##### Immersive Natural Scenarios Used to Learn Specific Relaxation Techniques In recent years, VR has been used in different clinical protocols to facilitate relaxation processes in stressed or anxious subjects [63-65] by visually presenting relaxing scenes [34,66]. The IR relaxation environments were created on the basis of similar virtual relaxing environments validated in previous studies [34,64,67-69]. They included a beach, a lake with a waterfall, a campfire in a mountain resort, and a desert oasis. #### Biosensors (Personal Biomonitoring System) ##### Overview All elements of technology, including smartphone and biosensors, were loaned to the EG participants free of charge. Moreover, all the required data connection fees for real-time stress monitoring were paid for by the trial. All the participants received 1-week group technology training plus personalized support sessions if needed. ##### Biofeedback (in the Therapist’s Office) Typically, 3D virtual worlds are a closed experience and do not reflect in any way the real activity and status of the users. In IR, physiological sensors (heart rate and heart rate variability) are used to track the emotional/health status of the individual and to influence their experience in the virtual world. To improve the efficacy of the relaxing environment, some features of the experience (eg, the size of the fire or the waterfall flow rate) were driven by the emotional status of the patient as measured by biosensors (heart rate or heart rate variability). ##### Physiological Data Recording (Outside the Therapist’s Office) To assess the level of contextual stress, each individual was provided a body- worn wireless sensor (EMPATICA E3 wrist sensor) that was able to record and transmit psychophysiological (heart rate and heart rate variation) and activity data in real time. #### Mobile Phone (Outside the Therapist’s Office) ##### Stress Tracking The data received from the wireless sensors were assessed in real time by a decision support system (the description of the system that was used can be found in [70,71]). This system provides the user with a graphical representation of the current stress level experienced and allows them to check the history of stress levels variations experienced at different timescales (eg, day, week, month). ##### Contextualized Homework According to the performance achieved in the therapist’s office and level of stress assessed by the decision support system, the individual was able to experience on the smartphone different guided relaxation and biofeedback virtual experiences (non-immersive) similar to the ones experienced in the therapist’s office. #### Schema ##### Assessment Session (Session 1) The session started with a discussion with the clinician about the assessment week. Then, after a brief introduction to the specific content of this session, the psychometric questionnaires were administered for the first time (see below), and the physiological baseline of the participant was recorded for 3 minutes. To measure the psychological variations occurring during the different stressful virtual scenarios, subjects completed the Visual Analogue Scale for Anxiety (VAS-A) and the State-Trait Anxiety Inventory Form Y-1 (STAI-Y1) at the baseline and after each scenario. During stressful exposition, participant physiological parameters were also recorded. Besides the stressful scenarios (see Table 2), each participant was assessed in a neutral virtual environment and in one where they completed a cognitive task in front of a virtual audience. This allowed the therapist to identify the situations inducing the highest level of stress. At the end of this session, the clinician explained to the participant how to use the smartphone and the body-worn wireless sensor. ##### Training Session (Sessions 2-9) The following sessions were dedicated to teaching participants how to cope with stress, through cognitive restructuring techniques and relaxation exercises. Each session lasted about 1 hour and was divided into four parts: homework checking, exposure to a stressful VR environment, relaxation exercises (with or without biofeedback), and a homework assignment. The clinician decided with the participant the specific stress scenarios to work on in the exposure (cognitive restructuring) during at least two consecutive sessions. Cognitive restructuring was used to help patients identify and challenge their erroneous beliefs and interpretations. Specifically, patients were taught to look at their negative beliefs, look for possible alternative explanations and ways of thinking, and evaluate the pros and cons of maintaining them. Relaxation was induced through the immersion in a natural scenario selected by the subject, where they could move and interact. The experience also integrated different pre-recorded audio narratives describing the specific setting and guiding the execution of different progressive muscle relaxation/deep breathing exercises. The scenario was experienced with or without VR biofeedback, in alternate ways during sessions. At the end of the sessions, the clinician explained to the participant how to use the smartphone and the body-worn wireless sensor to check the level of contextual stress and do the contextualized homework. ##### Follow-up Session (Session 10) To verify the efficacy of the training, during the final session participants were reassessed through the administration of psychometric questionnaires. Moreover, participants were re-exposed to the different stressful virtual scenarios, following the same procedure of the assessment session (Session 1). At the end of this assessment, the clinician discussed with the participant the protocol and its perceived efficacy/usefulness. ### Control Group The control group used a protocol based on traditional cognitive behavioral techniques, following the same structure (10 one-hour sessions in 5 weeks) and the same assessment points of the EG, but without the use of any technological tool. Exposure therapy designed for the control group involved imaginal exposure to the same stressful situations reproduced in virtual reality (see Table 2). Patients were instructed to close their eyes and experience the stressful situation by imagining that it was currently happening. An audio recording provided a detailed description of the context, the participants, the physical sensations, and emotional reactions. Guided imagery was also used to teach relaxation exercises. Like in the EG, the imagery experience was supported by the same pre-recorded audio narratives describing the specific scenario and guiding the execution of different progressive muscle relaxation relaxation/deep breathing exercises. CG participants did not use the mobile phone for stress assessment, but a traditional diary in which they recorded every relevant stressful event. Moreover, participants’ homework was a self-help book about stress management. Topics included identifying and fully understanding what stress is, how stress affects our performance, the importance of becoming aware of stress, and simple strategies to make desired changes to reduce stress. See Multimedia Appendix 3 for the EG and CG study protocols. ### Wait-List Group The wait-list group did not receive treatment. They completed all facets of the pre-test and post-test (after 5 weeks), similar to those individuals included in the other groups....",Not reported,No
51,Protocol,PMC5584035,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5584035/,"...In the trial, pregnant women are randomized to receive of one of two regimens: 1) vitamin D3 (cholecalciferol) oral supplements containing 3000 IU taken daily from randomization at 12–27 weeks gestation until 12 months postpartum; or 2) a matching placebo regimen taken daily from randomization until 12 months postpartum....The vitamin D3 and placebo regimen for ToV5 are produced in the USA by Tischcon Corp. (Salisbury, MD) and shipped to Tanzania....The placebo inactive ingredients included maltrin, gelatin, magnesium stearate, and titanium dioxide. The vitamin D3 and placebo supplements are hard gelatin capsules containing white powder which weigh on average 467 mg....",Not reported,Yes
51,Results,PMC9012360,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9012360/,"...The vitamin D3 and placebo supplements were produced by Tishcon Corporation (Salisbury, MD, US)....",Not reported,No
